id,name,parent_class,section,tags,prerequisites_text,activation_text,effect_text,source_id,source_page,needs_review
unconquerable,Unconquerable,Type Ace,Trainer Classes,[],"Prerequisites: Tyrant's Roar, Type-Linked Skill at",Expert Daily x3 - Free Action,Your Pokémon is cured of up to three Status Afflictions.,core,121,False
upheaval,Upheaval,Type Ace,Trainer Classes,[],"Prerequisites: Mold the Earth, Type-Linked Skill at",Master Daily x3 - Free Action,"Your Pokémon may make a Trip Attempt as a Free Action against any Pokémon targeted by the Move, or standing on a square changed by the Groundshaper capability. Your Pokémon gains a bonus to their Combat Roll equal to half of your Type-Linked Skill Rank.",core,125,False
vampirism,Vampirism,Type Ace,Trainer Classes,[],"Prerequisites: Ghost Step, Type-Linked Skill at Expert",Scene x2 - Free Action,"Choose a Stat. The triggering foe loses a Tick of Hit Points and a Combat Stage in that Stat. Your Pokémon gains 1 Combat Stage in the chosen Stat, and a Tick of Temporary Hit Points.",core,124,False
zephyr-shield,Zephyr Shield,Type Ace,Trainer Classes,[],"Prerequisites: Celerity, Type-Linked Skill at Expert",At-Will - Special,"Your Flying-Type Pokémon may activate Zephyr Shield as a Standard Action Interrupt, or as a Shift Action during their turn. If they do, until the end of the user's next turn, all ranged attacks targetting them take a -1 penalty to Accuracy and -10 penalty to damage, they become immune to the effects of Moves with the Powder keyword, and they do not lose Hit Points from Weather effects. Additionally, if Zephyr Shield is used as a Standard Action, that Pokémon may use the Resolution Effect of a Flying-Type Move with the Set- Up keyword on their next turn, skipping the Set-Up phase.",core,123,False
farcast,Farcast,Warper,Trainer Classes,"[""+Speed""]","Prerequisites: Space Distortion, Expert Guile",Daily x3 - Free Action,,core,195,True
reality-bender,Reality Bender,Warper,Trainer Classes,"[""+Speed""]","Prerequisites: Warper, Expert Guile",Daily - Free Action,"You are able to subconsciously alter the fabric of reality to change small facts or circumstances. If your character is confronting a ""random"" event such as a die roll, coin flip, or cards being dealt, the character may activate this Feature to influence the event. In this scenario, the GM provides you with two possible outcomes, and you pick one of them to actually occur. This means you always decide the outcome of binary events such as a coin flip; cheating cards or slot machines is much harder, as there are multiple outcomes and you only get to pick between two. This Feature can also be used to generate common items worth $250 or less that the character might normally possess, such as a Potion or Poké Ball, when in a pinch. The character just happens to find the needed item among their belongings. This Feature can only create items you wish to use at that moment, and of which you have none available; such as needing to heal a Pokémon but having no Potions left. Items created with Reality Bender must be used quickly after activating the feature and cannot be stored for later.",core,195,False
space-distortion,Space Distortion,Warper,Trainer Classes,"[""+Speed""]",Prerequisites: Warper,Static,You learn the Moves Teleport and Ally Switch.,core,195,False
strange-energy,Strange Energy,Warper,Trainer Classes,"[""+Speed""]","Prerequisites: Warping Ground, Space Distortion",Static,You learn the Moves Heal Block and Magic Coat.,core,195,False
warped-transmission,Warped Transmission,Warper,Trainer Classes,"[""+Speed""]","Prerequisites: Farcast, Master Guile",2 AP - Swift Action,All adjacent foes to the square you end in after teleporting or using Ally Switch have their Evasion lowered by 3 for one full round and cannot trigger Attacks of Opportunity against you for Shifting until the end of your next turn.,core,195,False
warper,Warper,Warper,Trainer Classes,"[""Class"", ""+Speed""]","Prerequisites: Elemental Connection (Psychic), Novice Guile",Static,You gain the Probability Control Ability.,core,195,False
warping-ground,Warping Ground,Warper,Trainer Classes,"[""+Speed""]",Prerequisites: Warper,Static,You learn the Moves Gravity and Trick.,core,195,False
accessorize,Accessorize,,PTU 1.05 Editation,"[""+Any""]","Prerequisites: Dashing Makeover, one Fashionista Skill at Adept",Static,"You may wear and benefit from two Accessory Slot Items at once. The two items must be of different types and must not share an effect. For example, a Fire Brace cannot be paired",edit,16,False
action-hero-stunt,Action Hero Stunt,,PTU 1.05 Editation,[],Prerequisites: Cool Conduct Rank 1,Daily x3 - Free Action,"Instead of using a Skill for this Check, you roll your Cool Dice from Poffins and add your number of Cool Dice from Stats and your Spirit Attribute as modifiers. For example, a Pokémon with 5d6 Cool from Poffins and 2d6 from Attack rolls 5d6+2. Even Skill Checks invoked by Intercepting attacks, Combat Maneuvers, Moves, and Abilities may trigger this Feature. Example Trigger: Charging into a burning building for a heroic rescue, Intercepting a powerful attack",edit,36,False
adaptive-geography,Adaptive Geography,,PTU 1.05 Editation,"[""+HP""]","Prerequisites: 4 Survivalist Features, Master Survival",Scene x2 - Free Action,"The triggering target takes their turn as if they were in a terrain adjacent to the terrain they are in on the following graphic. For example, if you are standing in Wetlands terrain, you may act as if you are standing in Forest or Ocean Terrain. This affects Survivalist Features, Naturewalk Capabilities, Moves with the Environ Keyword, etc.",edit,31,False
adrenaline-rush,Adrenaline Rush,,PTU 1.05 Editation,"[""+HP""]","Prerequisites: Athlete, Expert Athletics",Daily x3 - Free Action,"You gain +1 Combat Stage in each of your Trained Stats, are cured of up to two Status Afflictions, and gain a Tick of Temporary Hit Points. Adrenaline Rush may be used only once per Scene.",edit,27,False
aiming-down-the-sights,Aiming Down The Sights,,PTU 1.05 Editation,"[""+Attack"", ""Weapon""]",Prerequisites: Marksman,At Will - Shift Action,Your next Weapon Attack with a ranged Weapon gains +2 to its Accuracy Roll and Critical Hit Range. This effect lasts until used or until the start of your next turn.,edit,46,False
alarm-runes,Alarm Runes,,PTU 1.05 Editation,"[""+Attack or Special Attack""]",Prerequisites: Glyph,Bind 1 AP - Standard Action,"You give the Glyph a Trigger, which may be as vague or as precise as you like. If the trigger is met within 30 meters of the Rune, the Rune will become visible and begin screeching loudly, alerting anyone nearby. You are capable of hearing this screeching noise in your head, regardless of your current distance, and you may deactivate it as a Free Action. Glyphs will remember their Triggers as long as the AP spent on the Feature is Bound. If you have the Explosive Runes Feature, you may instruct this Glyph to automatically use Hidden Power as a Free Action when it is triggered for 1 AP. You may have only one Glyph use Explosive Runes per round, even if multiple Runes are triggered at the same time. Each Alarm Rune may only be triggered once per Scene.",edit,48,False
ancient-heritage,Ancient Heritage,,PTU 1.05 Editation,[],Prerequisites: Fossil Restoration,At-Will - Extended Action,"The target loses 2 Tutor Points and learns Ancient Power. If the target has Ancient Power in its Level-Up List, Ancient Heritage costs no Tutor Points. As a static effect, whenever your Pokémon use Ancient Power, its activated effect occurs on 18+ and you may always choose whether it deals Physical or Special Damage, using the appropriate attack Stat.",edit,12,False
apparition,Apparition,,PTU 1.05 Editation,"[""Class"", ""+Attack"", ""Weapon""]","Prerequisites: Elemental Connection (Ghost), Novice Intimidate, Novice Occult Education",Apparition Static,"When wielding Melee Weapons, you may use Occult Education or Intimidate instead of Combat to determine the Damage Base of your Struggle Attacks, to resist Disarm Maneuvers, and to qualify for a Weapon's Moves. Your Weapon Attacks always treat you as having the Reach Capability, and foes may not activate Reaction effects against them that specify being hit by a Melee Attack.",edit,52,False
arcane-favor,Arcane Favor,,PTU 1.05 Editation,[],"Prerequisites: Fairy Lights, Type-Linked Skill at Adept",Scene x2 - Free Action,Your Pokémon and a number of allies up to your Type-Linked Skill Rank gain a +2 Bonus to all rolls for one full round.,edit,24,False
arcane-weapon-focus,Arcane Weapon Focus,,PTU 1.05 Editation,[],"Prerequisites: Adept Occult Education, Elemental Connection or Mystic Senses",,"Choose Mystic Senses, or an instance of Elemental Connection that you possess. Whenever you use an Arcane Weapon Move, you may choose to have it deal damage of that type instead of Normal. If you chose Elemental Connection (Normal) or Mystic Senses, your Arcane Weapon Moves gain a +1 bonus to Effect Range and Damage Base.",edit,58,False
arcanist,Arcanist,,PTU 1.05 Editation,"[""Class"", ""+Special Attack"", ""Weapon""]",Prerequisites: Adept Occult Education,Arcanist At-Will - Extended Action,"You create a Soul Bond with the target Weapon. You may make a Soul Bond with only one weapon at a time. If you create a new Soul Bond, previously Soul Bound weapons lose the Bond. Soul Bound Weapons gain the following benefits: • Increase the Effect Range of Struggle Attacks and Arcane Weapon Moves made with your Soul Bonded Weapon by +1 for each Occult Education Rank you have above Novice, up to a maximum of +3 at Master Rank. Additionally, you gain a bonus to Damage with these Moves equal to half your Occult Education Rank. • As a Shift Action, you may beckon your Soul Bonded Weapon to your hands if it is within 10 meters. If it is being held by someone else who does not want to let go of the weapon, make an Occult vs Athletics Opposed Check. If you win, they their lose grip on your Weapon and it flies to your hand as normal.",edit,49,False
archival-training,Archival Training,,PTU 1.05 Editation,"[""Ranked 2""]",,All Rank Prerequisites: Chronicler Static,"Each Rank, you gain an Archive.",edit,15,False
archive-tutor,Archive Tutor,,PTU 1.05 Editation,[],"Prerequisites: Technique Archive, Expert Perception",Daily - Extended Action,"Select a Record in your Technique Archive that is of a Move that the target can learn by Level Up, TM or by Move Tutor. The target learns the Move and loses 2 Tutor Points. You can target someone else's Pokémon only once with Archive Tutor; you may target your own Pokémon any number of times with Archive Tutor, but they must still abide by any Move Pool Limitations (ie: no more than 3 of the user's Move Pool can come from TMs or Tutor Moves).",edit,15,False
at-will-extended-action,At-Will - Extended Action,,PTU 1.05 Editation,[],,,"The target loses 2 Tutor Points, and gains the Walk It Off Feature, treated in all ways as an Ability for the target.",edit,9,False
athlete,Athlete,,PTU 1.05 Editation,"[""Class"", ""+HP""]","Prerequisites: Adept Athletics | Prerequisites: Novice Athletics, One of Athletic Initiative, Mounted Prowess, Stamina, or",Athlete Swimmer At-Will - Extended Action,"After an hour of exercise, an Athlete may choose two different Stats besides HP; both of those stats become Trained Stats. The default State of Trained Stats is +1 Combat Stages instead of 0. An Athlete may have two Trained Stats at a time.",edit,26,False
athletic-moves,Athletic Moves,,PTU 1.05 Editation,"[""Ranked 3"", ""+HP""]","Rank 1 Prerequisites: Athlete | Rank 2 Prerequisites: Athlete, Expert Athletics | Rank 3 Prerequisites: Athlete, Master Athletics",Static,You learn two Athlete Moves marked with the Rank of this Feature you are taking or lower. Athlete Moves:,edit,27,False
authentic-thaumaturgy,Authentic Thaumaturgy,,PTU 1.05 Editation,"[""+Special Attack""]","Prerequisites: Arcanist, Expert Occult Education",Scene x2 - Swift Action,You may apply a Rank 2 Power Manipulation to your attack.,edit,49,False
awareness,Awareness,,PTU 1.05 Editation,"[""+HP""]",Prerequisites: Enduring Soul,Static,"Your Pokémon add +2 to all Save Checks. Whenever your Pokémon would lose a Tick of Hit Points, reduce the amount of Hit Points lost by the higher of your Athletics or Focus Ranks, to a minimum of 1.",edit,9,False
bare-necessities,Bare Necessities,,PTU 1.05 Editation,"[""Hobbyist""]",Prerequisites: Novice Tech Education or Novice Survival,,"You may craft Tents, Fishing Lures, Flashlights, Water Filters, Sleeping Bags, Rope, and Lighters for half of their purchase price.",edit,58,False
basic-fashion,Basic Fashion,,PTU 1.05 Editation,[],Prerequisites: Fashionista,,You create one of the Basic Fashion Items below for which you have the chosen Fashionista Skill. These are Accessory Slot Items.,edit,18,False
basic-runes,Basic Runes,,PTU 1.05 Editation,[],Prerequisites: Novice Occult Education,,"When you would take Massive or Super-Effective damage, you may destroy a Cleanse Tag in your possession to reduce that damage by 5, after Weakness and Resistance. This may prevent Massive Damage from occurring.",edit,58,False
battle-conductor,Battle Conductor,,PTU 1.05 Editation,[],"Prerequisites: Commander, Expert Command",Special - Free Action,"You may target up to two additional Allies with the [Orders]. If you have 5 or more Commander Features, you may use this Feature with any [Orders]. This Feature may be used At-Will for Orders with an At-Will Frequency, but only once per Scene for Orders with any other Frequency.",edit,33,False
beauty-expert,Beauty Expert,,PTU 1.05 Editation,"[""Ranked 2""]","Rank 1 Prerequisites: Style Expert, Beauty as Chosen Stat, Novice Intuition | Rank 2 Prerequisites: Expert Intuition",Beautiful Ballet 1 AP - Special,"Your Pokémon with at least 3d6 in their Beauty Stat from Poffins may activate Beautiful Ballet to perform one of the following Moves, using the same action type as the chosen Move. They must still follow frequency limits as usual for these Moves. Rank 1: Captivate, Mist Rank 2: Lovely Kiss, Mean Look",edit,35,False
bounce-shot,Bounce Shot,,PTU 1.05 Editation,"[""+Speed""]",Prerequisites: Juggler,At-Will - Free Action,"After hitting its mark or landing, your Poké Ball bounces 3 meters in any direction. You may have your Poké Ball trigger captures or releases before or after the bounce.",edit,23,False
brawler,Brawler,,PTU 1.05 Editation,[],"Prerequisites: Close Quarters Mastery, Type-Linked Skill at Adept",Scene x2 - Free Action,"This Struggle Attack has a range of Burst 1, Friendly instead of the usual range, and may deal Fighting Type Damage if you wish.",edit,25,False
bring-it-on,Bring It On!,,PTU 1.05 Editation,[],"Prerequisites: Cheers, Adept Charm",Scene x3 - Free Action,"All Cheered Allies become Excited. Targets cannot have more than one instance of the Excited condition at a time. As a Free Action, an Excited Ally may give up the Excited condition when...",edit,7,False
calculated-assault,Calculated Assault,,PTU 1.05 Editation,[],Prerequisites: Smart Scheme Rank 1,At-Will - Free Action,,edit,37,True
cavaliers-reprisal,Cavalier's Reprisal,,PTU 1.05 Editation,"[""+Speed""]","Prerequisites: Ride as One, Expert Acrobatics or Athletics",1 AP - Free Action,You or your Mount(whichever was not hit by the triggering attack) may make a Struggle Attack against the triggering foe as a Free Action.,edit,22,False
cheerleader,Cheerleader,,PTU 1.05 Editation,"[""Class""]","Prerequisites: Inspired Training, Novice Charm",Cheerleader At-Will - Extended Action,Your Pokémon loses 2 Tutor Points and gains the Friend Guard Ability.,edit,7,False
cheers,Cheers,,PTU 1.05 Editation,[],Prerequisites: Cheerleader,X AP - Swift Action,"The targets are Cheered for 1 full round. While Cheered, the target's Combat Stages cannot be lowered by Foes' attacks, Abilities, or Features. This Feature costs 0 AP if the triggering effect affects only one ally, and costs 1 AP if it affects two or more. You may use Cheers as a Free Action when you use [Orders], but if you do, Cheers affects only the targets of the [Orders].",edit,7,False
chronicler,Chronicler,,PTU 1.05 Editation,"[""Class""]",Prerequisites: Novice Perception,"Chronicler 1 AP - Swift Action, Interrupt","You make a Record of the target. Records can be placed in an Archive as an Extended Action. When you take Chronicler, you gain one Archive. Archives:",edit,14,False
cinematic-analysis,Cinematic Analysis,,PTU 1.05 Editation,[],"Prerequisites: 4 Chronicler Features, Master Perception",Daily x3 - Free Action,You analyze a Record in one of your Archives. Cinematic Analysis's eﬀect depends on the Archive the Record is in. Each of these effects may only be used once per Scene.,edit,15,False
clear-shot,Clear Shot,,PTU 1.05 Editation,"[""+Attack"", ""Weapon""]","Prerequisites: Marksman, Expert Perception or Combat",Scene x2 - Swift Action,"The target is considered Vulnerable against this attack, and you increase your Critical Hit range by +4 for this attack.",edit,46,False
coaching,Coaching,,PTU 1.05 Editation,"[""+HP""]",Prerequisites: Training Regime,1 AP - Free Action,Your Pokémon gains a bonus based on the type of Combat maneuver they are making. This Feature may be triggered once per Scene per Pokémon.,edit,27,False
combat-medic,Combat Medic,,PTU 1.05 Editation,"[""+Defense or Special Defense"", ""Hobbyist""]","Prerequisites: Adept Medicine Education, Novice Combat",1 AP - Free Action,"You may make a Struggle Attack against an adjacent foe as a Free Action. This Struggle Attack counts as an Attack of Opportunity for any Features or Edges you may have, but does not count against the number of Attacks of Opportunity you may make per round.",edit,59,False
commander,Commander,,PTU 1.05 Editation,"[""Class""]",Prerequisites: Novice Command,Commander Static,"You may use [Orders] that have targets to target any Ally, even if normally those [Orders] would only let you apply the effect to your own Pokemon. Any other conditions still apply.",edit,33,False
complex-orders,Complex Orders,,PTU 1.05 Editation,"[""Orders""]","Prerequisites: Commander, at least two Features with the [Orders] Tag that have targets",At-Will - Shift Action,You may choose a different Order to give to each Target. You must pay all AP costs and follow Frequency restrictions for all Orders used in this way.,edit,33,False
cool-expert,Cool Expert,,PTU 1.05 Editation,"[""Ranked 2""]","Rank 1 Prerequisites: Style Expert, Cool as Chosen Stat, Novice Command | Rank 2 Prerequisites: Expert Command",Cool Conduct 1 AP - Special,"Your Pokémon with at least 3d6 in their Cool Stat from Poffins may activate Cool Conduct as a Standard Action to perform one of the following Moves. They must still follow frequency limits as usual for these Moves. Rank 1: Focus Energy, Noble Roar",edit,35,False
coordinator,Coordinator,,PTU 1.05 Editation,"[""Class"", ""+Any""]","Prerequisites: Grace, Novice Charm, Command, Guile, Intimidate, or Intuition",Coordinator X AP - Free Action,"Your Pokémon may re-roll a single Appeal Roll or Damage Roll, and must use the new result. The first time per day you use this Feature, it costs 0 AP. Each time thereafter, the cost increases by 1 AP. The cost of this Feature resets when you take an Extended Rest.",edit,19,False
corrupt-blood,Corrupt Blood,,PTU 1.05 Editation,"[""+Defense""]",Prerequisites: Miasmic,Static,"You are immune to the Poisoned and Badly Poisoned statuses and resist Poison-type attacks one step further. You are treated as if you were Poison-Type for the conditional effects of Items, Moves, Features, and Abilities.(This does not grant you STAB).",edit,1,False
crippling-shot,Crippling Shot,,PTU 1.05 Editation,"[""+Attack"", ""Weapon""]","Prerequisites: Marksman, Expert Perception or Combat",2 AP - Standard Action,"Make a Ranged Weapon Attack with a Damage Base of 8 or lower. If you hit, the target is Slowed for 1 Full Round, loses 1 Speed Combat Stage, and you initiate a Trip Maneuver against the target. You must still hit with the Trip Maneuver, and you may use your Perception Skill to resolve the Opposed Check if you wish.",edit,47,False
cruel-gaze,Cruel Gaze,,PTU 1.05 Editation,"[""+Defense""]","Prerequisites: Roughneck, Expert Intimidate",Static,You learn the Moves Glare and Headbutt.,edit,29,False
crystal-resonance,Crystal Resonance,,PTU 1.05 Editation,[],"Prerequisites: Crystal Artificer, Adept Occult Education",Static,"You roll an additional 3d6 when determining how many Shards you find when Dowsing. Additionally, while you have a Shard in your Main Hand and/or Off-Hand, you gain one of the following benefits, depending on the color of the Shard(s):",edit,11,False
cute-expert,Cute Expert,,PTU 1.05 Editation,"[""Ranked 2""]","Rank 1 Prerequisites: Style Expert, Cute as Chosen Stat, Novice Charm | Rank 2 Prerequisites: Expert Charm",Cute Cuddle 1 AP - Special,"Your Pokémon with at least 3d6 in their Cute Stat from Poffins may activate Cute Cuddle as a Standard Action to perform one of the following Moves. They must still follow frequency limits as usual for these Moves. Rank 1: Charm, Block Rank 2: Teeter Dance, Attract",edit,36,False
dark-soul,Dark Soul,,PTU 1.05 Editation,"[""+Attack or Special Attack""]","Prerequisites: Shade Caller, Master Guile or Stealth",Static,Choose Shadow Tag or Super Luck. You gain the chosen Ability.,edit,52,False
dashing-makeover,Dashing Makeover,,PTU 1.05 Editation,"[""+Any""]",Prerequisites: Fashionista,Bind 2 AP - Extended Action,"When you activate Dashing Makeover, choose one Equipment or Held Item you can create. While this Feature is Bound, the target gains the effects of the chosen item. They do not need to take up an Equipment or Held Item slot to gain this benefit. A target may only be affected by one instance of Dashing Makeover at a time.",edit,16,False
dead-eye-shot,Dead-Eye Shot,,PTU 1.05 Editation,"[""+Attack"", ""Weapon""]","Prerequisites: Marksman, Master Combat or Perception","Scene x2 - Standard, Priority","Use of Dead-Eye Shot must be declared at the start of the round. Nothing happens at this time. At the end of the round, the user may use their Shift Action, and then make a Ranged Weapon Attack and roll twice for Accuracy. You may resolve the attack using either result, but if you choose to use the lower result and the attack hits, it is automatically a Critical Hit.",edit,47,False
decisive-director,Decisive Director,,PTU 1.05 Editation,"[""Orders"", ""+Any""]",Prerequisites: Coordinator,At-Will - Standard Action,Add or subtract X from the target's Initiative until the end of your next turn. X is equal to your highest Coordinator Skill Rank doubled.,edit,19,False
design-time,Design Time,,PTU 1.05 Editation,"[""+Any""]","Prerequisites: 4 Fashionista Features, Two Fashionista Skills at Master",Static,"You gain the Designer Ability. You may create the clothes out of whatever suitable material you like, and you may design the outfit for any Trainer or Pokémon instead of yourself. Using the Designer Ability costs 2000 each time, and you may only have one outfit active at a time; if another is created, any previous outfit loses its potency.",edit,17,False
divination,Divination,,PTU 1.05 Editation,"[""+Special Defense""]",Prerequisites: Oracle,Daily x3 - Extended Action,You may perform an Augury or Scrying.,edit,41,False
divine-wind,Divine Wind,,PTU 1.05 Editation,"[""+HP""]","Prerequisites: Sage's Benediction, Master Occult Education","2 AP - Free Action, Interrupt","Choose a type of Blessing you can generate with a Sage Move. All Blessings you generated of another type become Blessings of the chosen type. This may not be used to generate more uses of a Blessing than the original Move creates. For example, three Lucky Chant Blessings would become two Reflect or Light Screen Blessings, not three. You may only choose a Blessing type once per Scene.",edit,39,False
double-shot,Double Shot,,PTU 1.05 Editation,"[""+Attack"", ""Weapon""]","Prerequisites: Marksman, Adept Combat",1 AP - Standard Action,"You may make two Struggle Attacks, each targeting the same foe. If the first attack gains the benefit of Aiming Down the Sights or Clear Shot, the second attack also gains the same benefits for free.",edit,46,False
dragon-ace,Dragon Ace,,PTU 1.05 Editation,[],"Prerequisites: Type Ace, Dragon as Chosen Type",Tyrant's Roar Scene x2 - Free Action,"Your Pokémon creates a Burst 2, Slowing all Foes in the area for 1 Full Round and causing those foes to lose 1 Combat Stage in all Stats in which they have positive Combat Stages.",edit,9,False
dress-to-impress,Dress to Impress,,PTU 1.05 Editation,"[""Orders""]","Prerequisites: Versatile Wardrobe, two Fashionista Skills at Expert",Scene x2 - Swift Action,Your Pokémon gains the effects of all items in extra slots granted by Versatile Wardrobe for one full round.,edit,17,False
earth-mothers-blessing,Earth Mother's Blessing,,PTU 1.05 Editation,"[""Ranked 2"", ""+Defense""]","Rank 1 Prerequisites: Adept Focus or Intuition | Rank 2 Prerequisites: Ground Out, Master Focus or Intuition",Static,"Each Rank, choose Mud Dweller, Arena Trap, or Lightning Rod. You gain the chosen Ability.",edit,43,False
earth-shaker,Earth Shaker,,PTU 1.05 Editation,"[""Class"", ""+Defense""]","Prerequisites: Elemental Connection (Ground), Novice Intuition, Novice Focus",Earth Shaker Static,"Choose two of Bulldoze, Mud Shot, Mud-Slap, or Sand-Attack. You learn the chosen Moves.",edit,42,False
earthshifter,Earthshifter,,PTU 1.05 Editation,"[""+Defense""]",Prerequisites: Ground Out,Scene x2 - Swift Action,"You initiate a Trip Maneuver against all targets of the Move. The Maneuver automatically hits, and you may use your Focus or Intuition for the opposed check.",edit,43,False
emergency-release,Emergency Release,,PTU 1.05 Editation,"[""+Speed""]","Prerequisites: Juggler, Expert Acrobatics or Guile","2 AP - Shift Action, Interrupt",You may Release a Pokémon as an Interrupt.,edit,23,False
endurance,Endurance,,PTU 1.05 Editation,[],Prerequisites: Tough Tumble Rank 1,Scene - Free Action,"Your Pokémon can ignore up to X meters of falling when calculating falling damage, act without beginning to suffocate for X additional rounds, ignore the Hit Point loss effects from acting while Heavily Injured for X rounds, or not gain the Injury. X is equal to half your number of Tough Dice from Poffins. Endurance may only prevent an Injury once per Pokemon per Scene.",edit,38,False
enduring-soul,Enduring Soul,,PTU 1.05 Editation,"[""Class"", ""+HP""]",Prerequisites: Novice Athletics and Focus,Enduring Soul Static,"Your Pokemon have their HP Base Stat increased by +1, and by +1 more for every 10 Levels they have. You and your Pokemon begin each Scene with Temporary HP equal to the higher of your Athletics or Focus Ranks.",edit,8,False
enticing-beauty,Enticing Beauty,,PTU 1.05 Editation,[],Prerequisites: Beautiful Ballet Rank 1,Scene - Free Action,"All targets hit by the attack become Infatuated with Your Pokémon, regardless of gender.",edit,35,False
expanded-repertoire,Expanded Repertoire,,PTU 1.05 Editation,[],Prerequisites: Adept Combat or Occult Education,,"Choose one Adept Weapon or Arcane Weapon Move of your choice. You may use this Move as a Weapon Move when wielding an appropriate Weapon.(Yes, you may choose an Arcane Weapon Move even if you qualified for the Edge with Combat, and vice-versa, but you must still have the right Weapon Type to use it)",edit,58,False
explosive-runes,Explosive Runes,,PTU 1.05 Editation,"[""+Attack or Special Attack""]","Prerequisites: Glyph, Adept Occult Education",2 AP - Shift Action,"You may use Hidden Power, originating from the location of the targeted Glyph. Use your own Stats and Hidden Power values to calculate damage. Using this Feature causes the Glyph to become visible and glow for a minute afterwards. Additionally, whenever you use Hidden Power, you may have it originate from any Glyph within X meters of you. X is your Occult Education Rank.",edit,48,False
fabulous-max,Fabulous Max,,PTU 1.05 Editation,[],Prerequisites: Beautiful Ballet Rank 1,At-Will - Free Action,,edit,35,True
face-me-whelp,"Face Me, Whelp",,PTU 1.05 Editation,[],"Prerequisites: Close Quarters Mastery, Type-Linked Skill at Expert",Static,"Whenever your Pokemon hits an adjacent foe with a Struggle Attack or a single-target DB8 or lower Fighting-Type attack, that foe becomes Slowed for one full Round.",edit,25,False
fairy-ace,Fairy Ace,,PTU 1.05 Editation,[],"Prerequisites: Type Ace, Fairy as Chosen Type",Fairy Lights At-Will - Special,"Your Fairy-Type Pokemon may activate Fairy Lights as a Standard Action to create 3 Fairy Lights that hover around themselves. Whenever the target is attacked by a foe within 6 meters, they may expend a Fairy Light to either immediately gain Temporary Hit Points equal to their Tick Value + your Type-Linked Skill Rank, or to use the Move Fairy Wind as a Free Action.",edit,24,False
fairy-rite,Fairy Rite,,PTU 1.05 Editation,[],"Prerequisites: Fairy Lights, Type-Linked Skill at Master",Daily x3 - Special,"Your Fairy-Type Pokémon may lose any number of Hit Points as a Free Action, up to a maximum equal to your Pokémon's Level, and heal an Ally within X meters by an amount equal to the lost Hit Points + X. Then, if your Fairy-Type Pokémon has any Fairy Lights, they may immediately expend any number of Fairy Lights. For each Fairy Light expended this way, they may cause themselves or an ally within X meters to gain Hit Points equal to that target's Tick Value + X. X is your Type-Linked Skill Rank. Your Pokemon may choose to activate Fairy Rite as a Standard Action on its turn without creating Fairy Lights.",edit,24,False
fashionista,Fashionista,,PTU 1.05 Editation,"[""Class"", ""+Any""]","Prerequisites: Two of Charm, Command, Guile, Intimidate, or Intuition at Novice",Fashionista At-Will - Extended Action,You may craft any Fashionista Recipe for which you qualify.,edit,16,False
fast-hands,Fast Hands,,PTU 1.05 Editation,[],Prerequisites: Adept Acrobatics or Athletics; 12 Speed,,You may add half your Speed Evasion and half your number of positive Speed Combat Stages to all of your damage rolls(max 3 each).,edit,59,False
fearsome-display,Fearsome Display,,PTU 1.05 Editation,"[""+Defense""]",Prerequisites: Malice,2 AP - Swift Action,The Move gains additional effects. You may only use each of these effects once per Scene.,edit,28,False
fey-trance,Fey Trance,,PTU 1.05 Editation,"[""Orders"", ""Stratagem""]","Prerequisites: Fairy Lights, Type-Linked Skill at Expert",Bind 2 AP - Free Action,"While this Feature is bound, whenever the target uses a Move with the Social Keyword or a Fairy-Type Status Move, one foe hit by the triggering Move becomes Infatuated with your Pokemon, and immediately Shifts towards your Pokemon, forfeiting their next Shift Action. This may aﬀect a specific foe only once per Scene.",edit,24,False
fighting-ace,Fighting Ace,,PTU 1.05 Editation,"[""Orders"", ""Stratagem""]","Prerequisites: Type Ace, Fighting as Chosen Type",Close Quarters Mastery Static,"Your Pokémon's Fighting-Type Moves cause foes to become Marked for 1 full round. Your Fighting-Type Pokémon may also Mark Foes for one full round when hitting with a Grapple, Trip, or Push Maneuver.",edit,25,False
fistful-of-force,Fistful of Force,,PTU 1.05 Editation,[],"Prerequisites: Crystal Artificer, Master Occult Education",Scene - Standard Action,You may destroy the Shard to use the Move Judgment. Judgment's Type must be one of the Types associated with the used Shard. You may choose to add your Occult Education Rank tripled in place of your Special Attack Stat to Judgment's Damage.,edit,12,False
focused-fashion,Focused Fashion,,PTU 1.05 Editation,[],Prerequisites: Style is Eternal,,You can create Focus Bands and Focus Sashes for $2000.,edit,18,False
force-of-will,Force of Will,,PTU 1.05 Editation,[],"Prerequisites: Psionic Sponge, Type-Linked Skill at",Master Daily x3 - Free Action,"Your Pokémon may immediately use another Psychic-Type Status Move from its Move List with a range of Blessing, Field, Hazard, or Self.",edit,26,False
genjutsu,Genjutsu,,PTU 1.05 Editation,"[""+Speed""]","Prerequisites: Ninja, Adept Stealth",At-Will - Standard Action,"You form an Illusion around yourself. This Illusion may be used to hide yourself in a shroud of darkness if in darkness, or to make yourself look like a mundane object (such as a crate, potted plant, or similar). The Illusion can even fool Aura, concealing you from Aura Sight for its duration. However, the Illusion requires complete concentration, and is broken if you take any actions at all. Anyone that interacts with the Illusion directly may make an Occult Education or Intuition Check with a DC equal to 10 plus your Stealth Rank; if they succeed, the Illusion is broken.",edit,40,False
